line,day,defect_rate,downtime,batches,mean_defect,std_defect,ucl,lcl,spc_breach
Line_A,1,0.035493970588235293,956.57,68,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,2,0.032086760563380286,784.32,71,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,3,0.03337277777777778,675.05,54,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,4,0.029662749999999998,858.13,80,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,5,0.034177384615384616,957.46,65,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,6,0.03216227272727273,755.9,66,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,7,0.030342876712328767,995.72,73,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,8,0.0357553125,774.18,64,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,9,0.032020405405405405,925.42,74,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,10,0.031031351351351353,880.41,74,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,11,0.03465629032258065,799.25,62,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,12,0.03525765625,817.51,64,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,13,0.031670389610389614,1008.72,77,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,14,0.03399038461538462,1141.82,78,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,15,0.030094313725490197,634.47,51,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,16,0.034412739726027396,848.28,73,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,17,0.03129082191780822,779.73,73,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,18,0.03176045454545454,840.64,66,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,19,0.03489894736842105,941.64,76,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,20,0.032696891891891885,996.51,74,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,21,0.03237157142857143,865.32,70,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,22,0.034996933333333334,939.61,75,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,23,0.037066756756756754,1075.35,74,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
Line_A,24,0.03142290322580645,696.42,62,0.0325923578045239,0.002447983867589805,0.03993630940729331,0.025248406201754486,False
